entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label
DEV-0193,edge_device,2024-02-15T11:33:32,192.191.212.180,ME-Central,/api/users,password,44.68,"login,upload,verify,logout",Android-14/ARM64|71:70:44:f4:4e:e8,normal
SVC-0058,service_account,2024-02-15T11:40:12,112.90.138.158,SA-East,/api/logs,certificate,117.74,"login,view,logout",Ubuntu-22.04/x86_64|fa:36:dd:b9:eb:4e,normal
SVC-0105,service_account,2024-02-15T11:46:21,203.121.165.5,ME-Central,/db/admin,biometric,55.75,"login,search,view,logout",iOS-17.2/ARM64|59:38:0d:43:07:b7,normal
USR-0035,user,2024-02-15T11:52:52,222.35.142.90,CA-Central,/network/firewall,biometric,68.66,"login,search,view,logout",ChromeOS-120/x86_64|72:0c:62:cc:a8:8e,normal
SVC-0136,service_account,2024-02-15T12:00:11,80.240.99.95,US-West,/db/admin,certificate,34.59,"login,upload,verify,logout",macOS-14.2/ARM64|79:e3:91:e5:77:7a,normal
DEV-0014,edge_device,2024-02-15T12:00:39,68.216.108.238,US-East,/api/deploy,token,111.35,"login,read,read,logout",Android-14/ARM64|f8:23:40:41:f3:54,normal
USR-0198,user,2024-02-15T12:14:58,47.69.215.96,AF-South,/ssh/connect,password,7.27,"login,search,view,logout",FW-EdgeOS-3.1|e7:82:69:ea:2f:34,device_spoofing
SVC-0197,service_account,2024-02-15T12:23:51,12.216.176.180,US-West,/api/configs,sso,79.65,"login,search,view,logout",ChromeOS-120/x86_64|0b:ca:82:01:6f:25,normal
SVC-0004,service_account,2024-02-15T12:24:18,170.116.148.253,US-East,/api/tokens,sso,58.44,"login,upload,verify,logout",ChromeOS-120/x86_64|28:96:b9:62:23:17,normal
SVC-0093,service_account,2024-02-15T12:25:15,3.25.254.214,EU-West,/storage/upload,biometric,44.19,"login,view,logout",FW-EdgeOS-3.1|b7:97:97:0b:ca:8c,normal
SVC-0053,service_account,2024-02-15T12:26:18,5.26.179.58,US-West,/api/admin,biometric,33.84,"login,upload,verify,logout",ChromeOS-120/x86_64|c2:8e:d7:81:29:f0,normal
USR-0112,user,2024-02-15T12:28:17,91.216.26.248,EU-Central,/api/data-export,password,60.76,"login,read,read,logout",iOS-17.2/ARM64|be:42:1e:a8:3e:d2,normal
DEV-0042,edge_device,2024-02-15T12:30:36,38.12.23.63,SA-East,/api/admin,certificate,36.81,"login,read,read,logout",ChromeOS-120/x86_64|ab:2f:78:9e:73:65,normal
DEV-0193,edge_device,2024-02-15T12:38:19,192.191.212.180,ME-Central,/api/users,password,80.36,"login,upload,verify,logout",Android-14/ARM64|71:70:44:f4:4e:e8,normal
DEV-0044,edge_device,2024-02-15T12:40:04,13.127.62.117,CA-Central,/api/configs,sso,15.02,"connect,heartbeat,disconnect",Windows-11/22H2|02:36:d9:70:5a:ed,normal
USR-0065,user,2024-02-15T12:41:34,59.184.91.78,AP-East,/storage/upload,token,27.88,"connect,heartbeat,disconnect",macOS-14.2/ARM64|f7:8d:90:33:63:97,normal
DEV-0158,edge_device,2024-02-15T12:42:33,77.80.89.204,US-East,/db/read,token,65.36,"connect,heartbeat,disconnect",Windows-11/22H2|e3:2c:a3:b1:21:94,normal
SVC-0143,service_account,2024-02-15T12:47:33,164.234.32.29,US-West,/network/vpn,biometric,93.43,"login,view,logout",IoT-RTOS-2.4|79:9a:3e:18:7a:d6,normal
SVC-0148,service_account,2024-02-15T12:52:43,81.158.203.254,US-East,/api/reports,certificate,51.87,"connect,heartbeat,disconnect",FW-EdgeOS-3.1|12:96:67:16:66:15,normal
DEV-0015,edge_device,2024-02-15T13:06:04,31.126.115.17,US-East,/api/settings,biometric,47.88,"connect,heartbeat,disconnect",iOS-17.2/ARM64|66:9f:cc:bf:e0:e7,normal
DEV-0195,edge_device,2024-02-15T13:12:53,175.105.250.24,EU-West,/api/payments,sso,71.09,"login,upload,verify,logout",FW-EdgeOS-3.1|67:4c:54:a7:e2:3b,normal
DEV-0160,edge_device,2024-02-15T13:13:25,135.210.209.211,AP-South,/api/data-export,sso,39.11,"login,search,view,logout",Ubuntu-22.04/x86_64|42:2c:21:9e:cb:f5,normal
USR-0066,user,2024-02-15T13:16:06,164.251.52.224,ME-Central,/api/tokens,biometric,100.45,"login,upload,verify,logout",RHEL-9.3/x86_64|40:8c:17:1b:95:40,normal
SVC-0183,service_account,2024-02-15T13:24:49,52.138.139.36,AP-East,/storage/download,password,140.81,"login,read,read,logout",Android-14/ARM64|28:b1:e2:83:f5:6d,normal
USR-0063,user,2024-02-15T13:27:35,109.169.180.180,US-East,/api/deploy,password,76.96,"login,search,view,logout",RHEL-9.3/x86_64|cf:7c:9c:bc:f2:b0,normal
USR-0150,user,2024-02-15T13:30:07,48.254.254.95,CA-Central,/api/tokens,token,26.73,"login,upload,verify,logout",iOS-17.2/ARM64|bc:df:cc:e1:c5:ad,normal
DEV-0154,edge_device,2024-02-15T13:31:18,93.196.16.155,US-West,/api/data-export,biometric,90.71,"login,upload,verify,logout",Ubuntu-22.04/x86_64|e0:11:40:22:78:bb,normal
SVC-0094,service_account,2024-02-15T13:38:19,161.49.20.80,CA-Central,/api/audit,token,40.86,"login,search,view,logout",Ubuntu-22.04/x86_64|75:b4:70:61:80:46,normal
DEV-0088,edge_device,2024-02-15T13:47:29,114.85.153.232,SA-East,/db/write,sso,49.94,"login,search,view,logout",Ubuntu-22.04/x86_64|93:74:2e:de:32:33,normal
DEV-0000,edge_device,2024-02-15T13:50:03,189.52.44.152,EU-West,/api/reports,biometric,50.0,"login,search,view,logout",iOS-17.2/ARM64|39:0c:8c:7d:72:47,normal
DEV-0107,edge_device,2024-02-15T13:51:52,165.15.31.123,AP-South,/api/audit,certificate,106.79,"login,view,logout",Ubuntu-22.04/x86_64|37:e7:71:16:9a:ea,normal
USR-0152,user,2024-02-15T13:52:43,177.227.179.115,US-East,/api/deploy,token,49.9,"login,search,view,logout",Windows-11/22H2|a7:97:9c:e4:da:55,normal
SVC-0074,service_account,2024-02-15T14:38:47,111.165.128.7,US-West,/api/reports,certificate,31.8,"login,upload,verify,logout",ChromeOS-120/x86_64|ce:8b:fc:e0:29:14,normal
DEV-0104,edge_device,2024-02-15T14:50:20,71.74.66.139,ME-Central,/ssh/connect,password,99.32,"login,search,view,logout",iOS-17.2/ARM64|6a:6e:77:a8:4b:01,normal
DEV-0107,edge_device,2024-02-15T14:51:18,165.15.31.123,AP-South,/api/settings,certificate,79.1,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|37:e7:71:16:9a:ea,normal
DEV-0195,edge_device,2024-02-15T15:29:54,175.105.250.24,EU-West,/storage/upload,sso,44.36,"login,search,view,logout",FW-EdgeOS-3.1|67:4c:54:a7:e2:3b,normal
USR-0168,user,2024-02-15T15:36:01,25.25.148.243,SA-East,/api/reports,certificate,22.13,"login,read,read,logout",RHEL-9.3/x86_64|ee:3e:88:e6:7e:48,normal
USR-0066,user,2024-02-15T15:43:10,164.251.52.224,ME-Central,/storage/download,biometric,91.41,"login,read,read,logout",RHEL-9.3/x86_64|40:8c:17:1b:95:40,normal
DEV-0140,edge_device,2024-02-15T16:04:50,8.163.50.215,US-East,/api/configs,sso,86.86,"login,read,read,logout",macOS-14.2/ARM64|bf:78:c5:29:bf:72,normal
USR-0063,user,2024-02-15T16:12:50,109.169.180.180,US-East,/network/scan,password,101.45,"login,search,view,logout",RHEL-9.3/x86_64|cf:7c:9c:bc:f2:b0,normal
USR-0063,user,2024-02-15T16:27:10,109.169.180.180,US-East,/api/configs,password,91.9,"login,search,view,logout",RHEL-9.3/x86_64|cf:7c:9c:bc:f2:b0,normal
USR-0167,user,2024-02-16T00:28:07,34.189.54.82,SA-East,/ssh/connect,password,84.93,"login,view,logout",macOS-14.2/ARM64|ae:49:a0:a3:b0:cc,normal
DEV-0151,edge_device,2024-02-16T02:34:15,140.150.164.27,ME-Central,/api/logs,token,47.26,"connect,heartbeat,disconnect",RHEL-9.3/x86_64|88:2a:d9:28:dc:5c,normal
DEV-0116,edge_device,2024-02-16T02:50:17,88.80.189.80,EU-Central,/storage/download,biometric,52.24,"login,view,logout",Windows-11/22H2|0f:2e:6e:c0:d6:e8,normal
DEV-0116,edge_device,2024-02-16T02:59:52,88.80.189.80,AP-South,/api/data-export,biometric,51.89,"login,upload,verify,logout",Windows-11/22H2|0f:2e:6e:c0:d6:e8,normal
USR-0068,user,2024-02-16T03:26:55,208.155.43.64,EU-West,/db/write,biometric,46.12,"login,read,read,logout",IoT-RTOS-2.4|cd:fb:25:1b:4d:4c,normal
USR-0068,user,2024-02-16T03:32:04,208.155.43.64,EU-West,/api/configs,biometric,79.9,"connect,heartbeat,disconnect",IoT-RTOS-2.4|cd:fb:25:1b:4d:4c,normal
SVC-0146,service_account,2024-02-16T04:12:26,188.53.170.35,CA-Central,/api/health,certificate,102.18,"login,read,read,logout",Windows-11/22H2|81:08:b6:22:b0:7b,normal
DEV-0131,edge_device,2024-02-16T04:46:41,73.129.76.86,SA-East,/api/configs,certificate,35.24,"login,read,read,logout",Windows-11/22H2|1a:ab:21:a8:30:c5,normal
SVC-0084,service_account,2024-02-16T04:47:51,82.242.195.99,AP-East,/api/payments,sso,94.65,"login,search,view,logout",macOS-14.2/ARM64|60:7a:c4:77:d2:16,normal
SVC-0043,service_account,2024-02-16T04:54:16,103.124.75.168,AP-East,/storage/delete,certificate,85.83,"connect,heartbeat,disconnect",macOS-14.2/ARM64|25:e9:d4:63:c4:fd,normal
DEV-0037,edge_device,2024-02-16T05:09:05,148.97.130.12,AF-South,/api/logs,sso,138.01,"connect,heartbeat,disconnect",macOS-14.2/ARM64|de:b0:a0:df:3b:c5,normal
DEV-0019,edge_device,2024-02-16T05:16:15,64.98.97.138,US-East,/network/vpn,sso,99.5,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|1b:32:1f:ce:ad:37,normal
DEV-0011,edge_device,2024-02-16T05:20:16,41.232.1.245,US-West,/ssh/connect,biometric,20.63,"login,upload,verify,logout",Windows-11/22H2|3a:88:ae:39:96:de,normal
SVC-0043,service_account,2024-02-16T05:21:13,103.124.75.168,AP-East,/api/payments,certificate,94.58,"login,read,read,logout",macOS-14.2/ARM64|25:e9:d4:63:c4:fd,normal
DEV-0019,edge_device,2024-02-16T05:43:29,64.98.97.138,US-East,/storage/delete,sso,74.98,"login,read,read,logout",ChromeOS-120/x86_64|1b:32:1f:ce:ad:37,normal
SVC-0120,service_account,2024-02-16T05:49:23,2.254.220.45,CA-Central,/ssh/connect,token,7.43,"connect,heartbeat,disconnect",iOS-17.2/ARM64|6c:46:82:94:a7:3d,normal
USR-0155,user,2024-02-16T05:51:37,136.187.203.81,US-West,/ssh/connect,biometric,63.5,"login,view,logout",Ubuntu-22.04/x86_64|e6:bd:be:e3:27:46,normal
DEV-0087,edge_device,2024-02-16T05:52:03,139.18.35.61,US-East,/api/settings,sso,119.85,"login,search,view,logout",Ubuntu-22.04/x86_64|cb:29:a8:c2:a2:f9,normal
SVC-0073,service_account,2024-02-16T05:56:57,113.63.239.177,AP-East,/api/reports,sso,66.06,"login,upload,verify,logout",FW-EdgeOS-3.1|48:24:1e:54:9d:93,normal
SVC-0120,service_account,2024-02-16T06:00:32,2.254.220.45,CA-Central,/api/payments,token,8.32,"login,search,view,logout",iOS-17.2/ARM64|6c:46:82:94:a7:3d,normal
SVC-0164,service_account,2024-02-16T06:07:56,212.14.41.12,AP-East,/ssh/connect,biometric,73.88,"login,search,view,logout",Ubuntu-22.04/x86_64|2f:56:4e:57:ac:15,normal
SVC-0043,service_account,2024-02-16T06:16:52,103.124.75.168,AP-East,/db/write,certificate,87.7,"connect,heartbeat,disconnect",macOS-14.2/ARM64|25:e9:d4:63:c4:fd,normal
DEV-0176,edge_device,2024-02-16T06:23:22,173.56.213.150,AP-East,/storage/delete,sso,4.42,"login,view,logout",ChromeOS-120/x86_64|fa:99:f3:08:bc:a9,normal
SVC-0120,service_account,2024-02-16T06:25:34,2.254.220.45,CA-Central,/api/audit,token,10.14,"connect,heartbeat,disconnect",iOS-17.2/ARM64|6c:46:82:94:a7:3d,normal
USR-0106,user,2024-02-16T06:27:49,122.229.185.132,US-East,/db/read,sso,65.17,"login,view,logout",RHEL-9.3/x86_64|87:1a:40:d7:3a:20,normal
DEV-0009,edge_device,2024-02-16T07:02:50,194.24.56.40,EU-Central,/db/read,password,20.1,"login,view,logout",IoT-RTOS-2.4|cc:b9:70:46:fc:2e,normal
DEV-0085,edge_device,2024-02-16T07:19:33,217.225.51.135,EU-West,/storage/download,biometric,83.47,"login,upload,verify,logout",FW-EdgeOS-3.1|4d:fd:12:40:a9:33,normal
SVC-0020,service_account,2024-02-16T07:25:24,20.226.50.13,SA-East,/api/payments,token,80.89,"login,search,view,logout",Android-14/ARM64|47:d8:5d:8e:ec:7f,normal
DEV-0011,edge_device,2024-02-16T07:33:19,41.232.1.245,US-West,/storage/upload,biometric,17.2,"login,search,view,logout",Windows-11/22H2|3a:88:ae:39:96:de,normal
DEV-0126,edge_device,2024-02-16T07:33:35,113.34.240.114,CA-Central,/api/deploy,certificate,46.86,"login,upload,verify,logout",ChromeOS-120/x86_64|fc:ed:e5:a5:a1:4d,normal
SVC-0134,service_account,2024-02-16T07:36:08,217.51.19.170,AF-South,/network/scan,password,8.54,"login,read,read,logout",Android-14/ARM64|62:73:46:4f:27:97,normal
USR-0075,user,2024-02-16T07:39:12,133.226.142.47,ME-Central,/network/vpn,biometric,30.54,"login,upload,verify,logout",Windows-11/22H2|75:0a:89:14:59:f0,normal
USR-0081,user,2024-02-16T07:51:43,121.124.233.142,AP-South,/storage/upload,token,34.19,"login,upload,verify,logout",FW-EdgeOS-3.1|4e:ff:95:8b:d4:f7,normal
SVC-0047,service_account,2024-02-16T08:05:42,178.78.109.17,SA-East,/api/tokens,biometric,35.25,"login,search,view,logout",ChromeOS-120/x86_64|a3:29:46:4d:76:c4,normal
SVC-0064,service_account,2024-02-16T08:06:05,81.61.94.50,US-West,/storage/download,sso,53.19,"login,upload,verify,logout",Ubuntu-22.04/x86_64|8a:9c:80:76:3d:62,normal
DEV-0176,edge_device,2024-02-16T08:06:34,173.56.213.150,AF-South,/storage/delete,sso,5.2,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|fa:99:f3:08:bc:a9,normal
SVC-0187,service_account,2024-02-16T08:07:14,146.54.171.73,US-East,/network/scan,token,92.28,"login,view,logout",macOS-14.2/ARM64|fd:5f:94:13:04:98,normal
DEV-0026,edge_device,2024-02-16T08:10:02,160.51.37.138,AP-East,/api/reports,certificate,120.99,"login,view,logout",Ubuntu-22.04/x86_64|99:ea:a1:25:04:ea,normal
SVC-0016,service_account,2024-02-16T08:12:21,59.34.16.221,AF-South,/api/audit,certificate,76.32,"login,read,read,logout",FW-EdgeOS-3.1|0a:75:70:03:24:1e,normal
SVC-0078,service_account,2024-02-16T08:26:16,49.185.255.161,EU-West,/api/logs,token,36.87,"login,upload,verify,logout",Android-14/ARM64|3b:ce:00:ec:d3:1b,normal
USR-0119,user,2024-02-16T08:29:26,154.28.3.53,US-West,/db/admin,certificate,134.79,"login,search,view,logout",Android-14/ARM64|91:f9:9d:17:70:ca,normal
SVC-0129,service_account,2024-02-16T08:30:16,130.88.20.64,AP-South,/api/tokens,biometric,107.06,"login,view,logout",Windows-11/22H2|4d:1f:e6:34:af:2b,normal
USR-0031,user,2024-02-16T08:40:04,111.65.21.79,AF-South,/ssh/connect,token,20.63,"login,read,read,logout",macOS-14.2/ARM64|39:26:4c:12:bd:4b,normal
SVC-0110,service_account,2024-02-16T08:40:41,187.48.160.110,CA-Central,/network/firewall,sso,68.2,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|74:d3:ad:e8:cc:d4,normal
USR-0121,user,2024-02-16T08:44:37,112.9.235.236,US-West,/api/tokens,token,18.24,"connect,heartbeat,disconnect",iOS-17.2/ARM64|c2:75:b5:24:cb:15,normal
SVC-0159,service_account,2024-02-16T08:51:30,7.184.188.120,AP-South,/ssh/connect,password,100.72,"connect,heartbeat,disconnect",Ubuntu-22.04/x86_64|72:3e:66:47:79:fc,normal
USR-0121,user,2024-02-16T08:54:40,112.9.235.236,US-West,/api/users,token,7.06,"connect,heartbeat,disconnect",iOS-17.2/ARM64|c2:75:b5:24:cb:15,normal
USR-0022,user,2024-02-16T08:58:21,74.216.249.40,AP-South,/api/health,sso,102.56,"connect,heartbeat,disconnect",RHEL-9.3/x86_64|54:c2:01:c7:87:e8,normal
USR-0147,user,2024-02-16T09:03:46,208.69.32.184,US-East,/api/logs,password,49.32,"connect,heartbeat,disconnect",Android-14/ARM64|b4:ad:59:ed:f5:5d,normal
SVC-0177,service_account,2024-02-16T09:04:55,44.194.75.211,AF-South,/api/reports,certificate,123.78,"login,read,read,logout",ChromeOS-120/x86_64|0d:f2:87:74:1a:f5,normal
SVC-0124,service_account,2024-02-16T09:13:01,136.99.178.90,EU-Central,/db/write,biometric,69.19,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|ad:71:aa:56:27:3a,normal
USR-0033,user,2024-02-16T09:15:55,201.210.127.69,CA-Central,/ssh/connect,token,65.67,"connect,heartbeat,disconnect",iOS-17.2/ARM64|53:5a:d3:0c:5b:aa,normal
USR-0152,user,2024-02-16T09:22:50,177.227.179.115,US-East,/api/deploy,token,64.07,"login,read,read,logout",Windows-11/22H2|a7:97:9c:e4:da:55,normal
USR-0066,user,2024-02-16T09:35:40,164.251.52.224,ME-Central,/api/health,biometric,89.28,"login,search,view,logout",RHEL-9.3/x86_64|40:8c:17:1b:95:40,normal
USR-0025,user,2024-02-16T09:41:21,68.202.67.172,AF-South,/network/firewall,password,100.45,"login,upload,verify,logout",iOS-17.2/ARM64|d6:a1:85:68:a0:7a,normal
SVC-0047,service_account,2024-02-16T09:42:53,178.78.109.17,SA-East,/api/tokens,biometric,32.85,"login,search,view,logout",ChromeOS-120/x86_64|a3:29:46:4d:76:c4,normal
DEV-0166,edge_device,2024-02-16T09:43:55,113.212.247.119,CA-Central,/api/tokens,certificate,7.72,"login,view,logout",IoT-RTOS-2.4|cf:98:e8:25:1e:50,normal
DEV-0026,edge_device,2024-02-16T09:46:02,160.51.37.138,AP-East,/api/reports,certificate,108.09,"login,read,read,logout",Ubuntu-22.04/x86_64|99:ea:a1:25:04:ea,normal
DEV-0166,edge_device,2024-02-16T09:49:02,113.212.247.119,EU-Central,/api/admin,certificate,9.84,"login,search,view,logout",IoT-RTOS-2.4|cf:98:e8:25:1e:50,normal
DEV-0178,edge_device,2024-02-16T09:59:18,81.214.77.106,SA-East,/api/settings,biometric,27.99,"login,upload,verify,logout",FW-EdgeOS-3.1|7c:10:38:61:09:e1,normal
DEV-0137,edge_device,2024-02-16T10:04:20,210.102.70.224,US-East,/api/tokens,certificate,10.87,"login,view,logout",ChromeOS-120/x86_64|e1:ec:90:c3:d6:52,normal
USR-0106,user,2024-02-16T10:08:34,122.229.185.132,US-East,/api/admin,sso,72.19,"login,view,logout",RHEL-9.3/x86_64|87:1a:40:d7:3a:20,normal
SVC-0047,service_account,2024-02-16T10:09:05,178.78.109.17,SA-East,/api/tokens,biometric,23.65,"login,search,view,logout",ChromeOS-120/x86_64|a3:29:46:4d:76:c4,normal
USR-0045,user,2024-02-16T10:15:47,191.243.230.67,AF-South,/api/configs,sso,49.64,"login,search,view,logout",iOS-17.2/ARM64|ed:a2:e2:da:e4:51,normal
SVC-0047,service_account,2024-02-16T10:20:12,178.78.109.17,SA-East,/db/write,biometric,31.12,"login,read,read,logout",ChromeOS-120/x86_64|a3:29:46:4d:76:c4,normal
USR-0147,user,2024-02-16T10:22:05,208.69.32.184,US-East,/ssh/connect,token,76.69,"login,upload,verify,logout",Android-14/ARM64|b4:ad:59:ed:f5:5d,normal
DEV-0117,edge_device,2024-02-16T10:22:43,173.41.139.114,ME-Central,/db/read,token,25.09,"login,read,read,logout",Windows-11/22H2|a6:2b:1a:4f:50:19,normal
DEV-0171,edge_device,2024-02-16T10:28:06,74.4.55.111,EU-Central,/api/health,certificate,85.98,"login,upload,verify,logout",FW-EdgeOS-3.1|b4:18:19:90:fd:f0,normal
USR-0198,user,2024-02-16T10:32:39,47.69.215.96,AF-South,/db/read,password,3.76,"login,search,view,logout",iOS-17.2/ARM64|1e:23:f1:10:92:d1,normal
USR-0003,user,2024-02-16T10:35:56,187.235.63.250,EU-Central,/network/vpn,certificate,153.75,"connect,heartbeat,disconnect",ChromeOS-120/x86_64|c2:31:b7:b0:87:16,normal
USR-0153,user,2024-02-16T10:37:30,94.81.15.37,ME-Central,/api/tokens,token,28.53,"login,search,view,logout",FW-EdgeOS-3.1|b4:de:8c:1d:26:cf,normal
DEV-0142,edge_device,2024-02-16T10:38:12,141.216.56.199,AF-South,/network/scan,certificate,96.96,"login,view,logout",Ubuntu-22.04/x86_64|02:28:09:83:6e:4c,normal
DEV-0076,edge_device,2024-02-16T10:41:37,86.164.53.220,EU-Central,/api/settings,certificate,129.96,"login,upload,verify,logout",IoT-RTOS-2.4|df:fb:2e:f0:b2:d1,normal
SVC-0030,service_account,2024-02-16T10:42:32,42.226.218.144,US-West,/api/tokens,biometric,66.34,"login,view,logout",ChromeOS-120/x86_64|8d:16:01:aa:42:86,normal
SVC-0048,service_account,2024-02-16T10:43:54,214.215.199.232,US-East,/api/deploy,sso,62.59,"login,read,read,logout",macOS-14.2/ARM64|d0:a9:ee:d4:1f:69,normal
DEV-0193,edge_device,2024-02-16T10:50:37,192.191.212.180,ME-Central,/api/deploy,password,61.84,"login,upload,verify,logout",Android-14/ARM64|71:70:44:f4:4e:e8,normal
SVC-0183,service_account,2024-02-16T11:01:31,52.138.139.36,AP-East,/db/write,password,117.93,"login,search,view,logout",Android-14/ARM64|28:b1:e2:83:f5:6d,normal
DEV-0076,edge_device,2024-02-16T11:02:14,86.164.53.220,EU-Central,/api/audit,certificate,127.57,"connect,heartbeat,disconnect",IoT-RTOS-2.4|df:fb:2e:f0:b2:d1,normal
DEV-0021,edge_device,2024-02-16T11:04:47,124.109.205.232,US-East,/db/write,token,5.74,"login,upload,verify,logout",Windows-11/22H2|07:2f:79:55:d0:f8,normal
SVC-0013,service_account,2024-02-16T11:19:12,15.123.40.22,ME-Central,/api/logs,token,85.71,"login,read,read,logout",IoT-RTOS-2.4|fa:09:39:b9:9d:7a,normal
DEV-0041,edge_device,2024-02-16T11:19:24,204.86.43.73,AP-South,/storage/upload,certificate,6.4,"login,view,logout",Windows-11/22H2|a4:ee:e2:e2:6d:f2,normal
USR-0077,user,2024-02-16T11:20:49,117.45.161.65,EU-West,/api/logs,biometric,82.4,"login,read,read,logout",Android-14/ARM64|a8:d2:fd:93:cd:12,normal
DEV-0062,edge_device,2024-02-16T11:25:17,203.8.47.76,US-West,/network/firewall,token,3.08,"login,read,read,logout",Android-14/ARM64|d0:fa:7b:f3:fb:e5,normal
DEV-0107,edge_device,2024-02-16T11:35:08,165.15.31.123,AP-South,/storage/download,certificate,115.55,"login,upload,verify,logout",Ubuntu-22.04/x86_64|37:e7:71:16:9a:ea,normal
DEV-0158,edge_device,2024-02-16T11:49:39,77.80.89.204,US-East,/db/read,token,90.98,"login,read,read,logout",Windows-11/22H2|e3:2c:a3:b1:21:94,normal
DEV-0117,edge_device,2024-02-16T11:51:19,173.41.139.114,ME-Central,/api/deploy,token,19.32,"login,view,logout",Windows-11/22H2|a6:2b:1a:4f:50:19,normal
DEV-0194,edge_device,2024-02-16T11:52:06,20.57.31.213,ME-Central,/ssh/connect,biometric,54.7,"login,view,logout",Ubuntu-22.04/x86_64|f1:6f:7e:29:e4:b9,normal
USR-0066,user,2024-02-16T11:53:33,164.251.52.224,ME-Central,/api/health,biometric,97.61,"login,upload,verify,logout",RHEL-9.3/x86_64|40:8c:17:1b:95:40,normal
DEV-0088,edge_device,2024-02-16T11:57:52,114.85.153.232,SA-East,/storage/upload,sso,53.96,"login,read,read,logout",Ubuntu-22.04/x86_64|93:74:2e:de:32:33,normal
SVC-0094,service_account,2024-02-16T12:01:41,161.49.20.80,EU-West,/network/firewall,token,60.36,"login,search,view,logout",Ubuntu-22.04/x86_64|75:b4:70:61:80:46,normal
DEV-0000,edge_device,2024-02-16T12:09:05,189.52.44.152,EU-West,/network/firewall,biometric,45.33,"login,read,read,logout",iOS-17.2/ARM64|39:0c:8c:7d:72:47,normal
USR-0101,user,2024-02-16T12:12:58,114.227.120.219,US-West,/api/health,password,140.94,"connect,heartbeat,disconnect",RHEL-9.3/x86_64|fa:d0:8f:10:bd:6f,normal
USR-0077,user,2024-02-16T12:16:59,117.45.161.65,EU-West,/api/users,biometric,24.85,"login,read,read,logout",Android-14/ARM64|a8:d2:fd:93:cd:12,normal
SVC-0173,service_account,2024-02-16T12:20:02,25.201.191.204,US-East,/api/payments,biometric,12.63,"login,read,read,logout",FW-EdgeOS-3.1|25:c5:e6:8f:3c:41,normal
USR-0077,user,2024-02-16T12:29:03,117.45.161.65,EU-West,/network/scan,biometric,73.2,"connect,heartbeat,disconnect",Android-14/ARM64|a8:d2:fd:93:cd:12,normal
DEV-0107,edge_device,2024-02-16T12:32:37,165.15.31.123,AP-South,/network/scan,certificate,113.51,"login,view,logout",Ubuntu-22.04/x86_64|37:e7:71:16:9a:ea,normal
SVC-0002,service_account,2024-02-16T12:34:33,40.110.172.27,AP-South,/api/audit,certificate,120.28,"login,view,logout",Ubuntu-22.04/x86_64|8e:03:51:d8:ae:8e,normal
USR-0069,user,2024-02-16T12:38:45,221.219.156.146,ME-Central,/api/tokens,sso,11.99,"connect,heartbeat,disconnect",iOS-17.2/ARM64|d5:73:c2:e6:e2:98,normal
SVC-0074,service_account,2024-02-16T12:39:54,111.165.128.7,US-West,/api/reports,certificate,32.71,"login,search,view,logout",ChromeOS-120/x86_64|ce:8b:fc:e0:29:14,normal
SVC-0094,service_account,2024-02-16T12:57:59,161.49.20.80,EU-West,/api/reports,token,42.62,"login,view,logout",Ubuntu-22.04/x86_64|75:b4:70:61:80:46,normal
SVC-0138,service_account,2024-02-16T13:01:46,22.82.139.116,SA-East,/api/data-export,biometric,11.11,"login,search,view,logout",iOS-17.2/ARM64|1a:f6:be:34:3f:91,normal
DEV-0195,edge_device,2024-02-16T13:11:01,175.105.250.24,CA-Central,/storage/upload,sso,60.8,"login,upload,verify,logout",FW-EdgeOS-3.1|67:4c:54:a7:e2:3b,normal
SVC-0190,service_account,2024-02-16T13:14:52,83.127.3.67,US-West,/network/scan,certificate,52.95,"login,read,read,logout",macOS-14.2/ARM64|2c:cd:30:5e:47:f4,normal
DEV-0195,edge_device,2024-02-16T13:23:51,175.105.250.24,EU-West,/storage/upload,sso,77.4,"login,upload,verify,logout",FW-EdgeOS-3.1|67:4c:54:a7:e2:3b,normal
DEV-0160,edge_device,2024-02-16T13:40:36,135.210.209.211,AP-South,/db/read,sso,33.18,"login,view,logout",Ubuntu-22.04/x86_64|42:2c:21:9e:cb:f5,normal
DEV-0107,edge_device,2024-02-16T13:46:25,165.15.31.123,AP-South,/api/settings,certificate,106.57,"login,view,logout",Ubuntu-22.04/x86_64|37:e7:71:16:9a:ea,normal
SVC-0199,service_account,2024-02-16T13:47:37,31.91.201.136,AF-South,/api/health,password,112.93,"connect,heartbeat,disconnect",IoT-RTOS-2.4|e5:c1:c0:29:44:b2,normal
SVC-0145,service_account,2024-02-16T13:51:26,121.22.198.252,US-East,/api/payments,certificate,30.55,"login,upload,verify,logout",IoT-RTOS-2.4|5f:2b:b8:22:0a:c7,normal
DEV-0160,edge_device,2024-02-16T14:00:41,135.210.209.211,AP-South,/db/read,sso,45.18,"login,view,logout",Ubuntu-22.04/x86_64|42:2c:21:9e:cb:f5,normal
